gender,age,degree,quallife,health,life,happy,income,finalter,hlthphys,hlthmntl,satsoc
NA,28,Associate/Junior College,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
Male,40,High School,Good,Good,Routine,Not too Happy,$15000 to $19999,Getting better,Good,Excellent,Very Good
Male,73,Graduates,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Good,Good,Good
NA,50,Less than High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting worse,Good,Good,Good
NA,20,High School,Very Good,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,43,High School,Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Very Good
Male,68,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,18,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,54,High School,Very Good,Excellent,Routine,Very Happy,NA,Getting better,Very Good,Very Good,Very Good
NA,71,Graduates,Good,NA,NA,Pretty Happy,$20000 to $24999,Stayed the same,Good,Very Good,Good
Male,28,High School,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Good,Good,Good
Female,46,Bachelors,Good,Fair,Routine,Not too Happy,$25000 or more,Stayed the same,Good,Good,Good
Female,47,Less than High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
NA,65,High School,Fair,Poor,Dull,Not too Happy,$25000 or more,Getting better,Fair,Good,Fair
Female,18,High School,Very Good,Good,Dull,Pretty Happy,$25000 or more,Getting better,Fair,Very Good,Good
NA,57,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Very Good
Male,65,Bachelors,Good,NA,NA,Pretty Happy,$15000 to $19999,Getting worse,Good,Fair,Poor
Male,25,High School,Fair,Excellent,Routine,Pretty Happy,$15000 to $19999,Stayed the same,Excellent,Excellent,Fair
Female,30,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,37,High School,Very Good,Poor,Exciting,Very Happy,$25000 or more,Getting better,Poor,Good,Very Good
Male,68,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
Female,47,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,61,Less than High School,Fair,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Fair,Good
Female,23,High School,Fair,Fair,Routine,Not too Happy,$25000 or more,Stayed the same,Fair,Good,Fair
NA,27,High School,Good,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Very Good,Fair
Female,19,High School,Very Good,Good,Routine,Not too Happy,$25000 or more,Getting better,Fair,Very Good,Good
NA,54,Bachelors,Excellent,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Excellent
Male,34,Associate/Junior College,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Excellent,Excellent
NA,89,Graduates,Excellent,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Fair,Excellent,Good
NA,34,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Female,64,Bachelors,Excellent,NA,NA,Very Happy,NA,Getting better,Very Good,Excellent,Excellent
NA,36,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Male,42,Bachelors,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,44,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,NA,Stayed the same,Very Good,Very Good,Good
NA,44,High School,Excellent,Excellent,Exciting,Very Happy,NA,Getting better,Very Good,Excellent,Very Good
Female,43,Bachelors,Very Good,Fair,Exciting,Pretty Happy,NA,Getting better,Fair,Good,Good
NA,77,Bachelors,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Excellent,Very Good
NA,43,High School,Very Good,Fair,Routine,Pretty Happy,NA,Getting better,Fair,Very Good,Poor
Female,36,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Getting worse,Fair,Good,Good
Female,30,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Good,Good
Female,58,Bachelors,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,89,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Fair,Very Good,Fair
NA,62,High School,Good,Poor,Routine,Not too Happy,$10000 to $14999,Stayed the same,Fair,Good,Good
NA,76,High School,Very Good,Good,Exciting,Very Happy,$10000 to $14999,Getting worse,Good,Excellent,Excellent
Male,51,Associate/Junior College,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Male,27,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Good
NA,73,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting worse,Excellent,Excellent,Excellent
Female,28,Less than High School,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Good
Female,34,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Male,40,High School,Good,NA,NA,Pretty Happy,$15000 to $19999,Getting worse,Fair,Good,Good
Male,35,Bachelors,Very Good,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
Female,70,High School,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Male,82,High School,Very Good,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,52,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,$15000 to $19999,Stayed the same,Good,Good,Good
Female,56,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,46,High School,Excellent,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,33,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting worse,Excellent,Excellent,Excellent
NA,23,Less than High School,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Excellent
NA,48,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Female,55,Associate/Junior College,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
NA,56,High School,Very Good,Good,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Good,Very Good,Fair
Male,74,Bachelors,Very Good,Good,Routine,Very Happy,NA,Stayed the same,Good,Very Good,Fair
NA,28,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Getting worse,Fair,Fair,Good
NA,24,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Good
Female,62,Bachelors,Fair,NA,NA,Not too Happy,$25000 or more,Stayed the same,Poor,Poor,Poor
Male,74,Associate/Junior College,Very Good,Good,Exciting,Not too Happy,$20000 to $24999,Getting worse,Good,Good,Good
Male,24,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Very Good
NA,29,High School,Very Good,Fair,Routine,Pretty Happy,$25000 or more,Getting worse,Fair,Good,Fair
Male,59,High School,Good,NA,NA,Very Happy,$25000 or more,Getting worse,Good,Fair,Good
NA,73,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Good,Fair
NA,65,Less than High School,Very Good,Excellent,Routine,Very Happy,$20000 to $24999,Stayed the same,Very Good,Very Good,Very Good
Male,19,High School,Excellent,NA,NA,Very Happy,NA,Getting better,Excellent,Excellent,Excellent
NA,22,High School,Very Good,Good,Exciting,Very Happy,$20000 to $24999,Stayed the same,Very Good,Very Good,Very Good
Female,40,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Very Good
NA,48,Less than High School,Good,Poor,Exciting,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Poor
NA,61,High School,Fair,NA,NA,Not too Happy,$1000 to $2999,Getting worse,Poor,Good,Good
NA,49,Graduates,Excellent,Excellent,Routine,Very Happy,NA,Stayed the same,Very Good,Very Good,Good
Female,39,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Very Good
Male,45,Associate/Junior College,Good,Fair,Exciting,Not too Happy,$25000 or more,Getting better,Good,Very Good,Fair
Female,60,High School,Good,NA,NA,Pretty Happy,$10000 to $14999,Getting worse,Fair,Excellent,Very Good
Female,32,Bachelors,Very Good,Good,Routine,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Female,39,Bachelors,Good,Good,NA,Not too Happy,$25000 or more,Getting worse,Good,Poor,Fair
Male,52,Bachelors,Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Good,Good,Fair
Male,44,High School,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Fair,Very Good,Very Good
Male,59,High School,Excellent,NA,NA,Very Happy,$7000 to $7999,Getting worse,Excellent,Excellent,Excellent
NA,46,High School,Poor,Poor,Exciting,Not too Happy,$20000 to $24999,Stayed the same,Poor,Good,Good
NA,63,High School,Very Good,Good,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Very Good,Very Good,Good
Female,26,High School,Good,Good,Exciting,Pretty Happy,NA,Getting worse,Good,Very Good,Fair
Female,31,High School,Good,NA,NA,Not too Happy,$7000 to $7999,Stayed the same,Very Good,Good,Good
Female,19,High School,Good,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,40,Graduates,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,64,High School,Good,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
Female,25,High School,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Excellent
Female,56,High School,Very Good,NA,NA,Pretty Happy,$6000 to $6999,Stayed the same,Good,Excellent,Good
Male,41,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,54,Bachelors,NA,NA,NA,Very Happy,$25000 or more,Getting worse,NA,NA,Excellent
NA,40,High School,Very Good,Good,Routine,Pretty Happy,NA,Stayed the same,Very Good,Very Good,Good
NA,64,Bachelors,Very Good,Fair,Exciting,Not too Happy,NA,Getting better,Good,Very Good,Very Good
Male,56,Bachelors,Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Excellent
Male,71,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
Female,50,Bachelors,Very Good,Good,Routine,Very Happy,NA,Getting worse,Good,Very Good,Very Good
Female,69,High School,Good,Good,Dull,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Poor
Female,49,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Fair
Female,61,High School,Very Good,NA,NA,Pretty Happy,NA,Getting worse,Very Good,Very Good,Good
Male,38,Associate/Junior College,Very Good,Good,Routine,Not too Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,74,Bachelors,Very Good,NA,NA,Very Happy,NA,Getting better,Good,Very Good,Excellent
Male,40,High School,Good,NA,NA,Pretty Happy,NA,Stayed the same,Good,Good,Good
NA,34,High School,Good,Good,Exciting,Pretty Happy,NA,Stayed the same,Good,Good,Excellent
Female,41,Associate/Junior College,Fair,NA,NA,Pretty Happy,$25000 or more,Getting better,Fair,Fair,Good
NA,78,Less than High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Excellent,Very Good
NA,47,Less than High School,Fair,Fair,Exciting,Very Happy,$25000 or more,Getting better,Fair,Fair,Good
Male,50,High School,Fair,Good,Exciting,Not too Happy,$25000 or more,Getting worse,Good,Very Good,Good
Male,41,High School,Good,NA,NA,Pretty Happy,$20000 to $24999,Getting worse,Good,Very Good,Good
NA,63,Associate/Junior College,Very Good,Good,Routine,Pretty Happy,NA,Getting better,Good,Good,Very Good
Female,56,High School,Very Good,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Fair,Very Good,Very Good
NA,18,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Female,25,High School,Fair,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,55,Associate/Junior College,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,58,High School,Fair,Fair,Routine,Pretty Happy,NA,Getting worse,Poor,Fair,Good
Male,39,Associate/Junior College,Good,Excellent,Exciting,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
NA,42,Bachelors,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Excellent
Female,25,High School,Good,Excellent,Dull,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,76,Less than High School,Fair,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Good,Fair
NA,53,Bachelors,Very Good,Good,Routine,Very Happy,$25000 or more,Getting worse,Very Good,Very Good,Very Good
NA,57,High School,Good,Good,Routine,Not too Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Male,53,Associate/Junior College,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,63,High School,Good,Good,Exciting,Not too Happy,$25000 or more,Getting worse,Very Good,Very Good,Fair
Male,62,Bachelors,Excellent,Good,Exciting,Pretty Happy,NA,Stayed the same,Very Good,Very Good,Very Good
Male,56,Bachelors,Very Good,NA,NA,Very Happy,NA,Getting better,Very Good,Very Good,Very Good
Female,70,High School,Very Good,Good,Exciting,Not too Happy,$25000 or more,Getting worse,Very Good,Very Good,Good
Female,35,Bachelors,Very Good,NA,NA,Pretty Happy,NA,Getting better,Excellent,Excellent,Very Good
NA,64,Bachelors,Very Good,Excellent,Exciting,Pretty Happy,Under $1000,Stayed the same,Excellent,Excellent,Very Good
Female,32,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Fair,Good,Very Good
Male,27,Bachelors,Excellent,Good,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Female,67,High School,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Excellent,Very Good
NA,27,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Very Good,Good,Good
Female,31,High School,Excellent,Poor,Exciting,Not too Happy,$1000 to $2999,Stayed the same,Fair,Fair,Good
Male,79,High School,Very Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,41,High School,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,29,High School,Good,Fair,Exciting,Pretty Happy,$25000 or more,Getting worse,Good,Fair,Fair
Male,42,Less than High School,Very Good,Good,Routine,Very Happy,Under $1000,Getting better,Good,Good,Good
Male,89,High School,Good,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Fair,Very Good
NA,52,Bachelors,Excellent,Fair,Exciting,Very Happy,NA,Stayed the same,Fair,Good,Good
NA,78,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting worse,Very Good,Very Good,Very Good
Female,77,High School,Excellent,Excellent,Exciting,Very Happy,NA,Getting better,Excellent,Excellent,Very Good
Male,42,Bachelors,Excellent,NA,NA,Very Happy,NA,Getting better,Very Good,Very Good,Excellent
NA,45,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
Male,64,Graduates,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Excellent,Very Good,Good
Male,83,High School,Excellent,NA,NA,Very Happy,$10000 to $14999,Getting worse,Excellent,Excellent,Excellent
NA,49,Graduates,Very Good,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Very Good,Excellent
Male,31,Bachelors,Excellent,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
Male,42,Bachelors,Excellent,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
NA,25,High School,Fair,Poor,Routine,Not too Happy,$20000 to $24999,Stayed the same,Good,Poor,Poor
Female,47,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
NA,48,Associate/Junior College,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Getting worse,Excellent,Very Good,Good
Male,53,High School,Good,Good,Dull,Pretty Happy,$20000 to $24999,Stayed the same,Fair,Very Good,Very Good
Female,57,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,84,High School,Very Good,Good,Routine,Pretty Happy,$20000 to $24999,Stayed the same,Excellent,Very Good,Good
Male,83,High School,Very Good,Fair,Routine,Pretty Happy,$10000 to $14999,Getting worse,Good,Very Good,Very Good
Male,68,Bachelors,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Female,64,High School,Good,Good,Routine,Not too Happy,$15000 to $19999,Stayed the same,Good,Very Good,Very Good
NA,63,Bachelors,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting worse,Good,Excellent,Excellent
Male,70,High School,Fair,Poor,Dull,Not too Happy,$10000 to $14999,Getting worse,Poor,Excellent,Good
Female,21,High School,Good,Good,Exciting,Not too Happy,$25000 or more,Stayed the same,Good,Fair,Good
Female,29,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Excellent,Excellent
NA,56,Less than High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,27,High School,Good,Excellent,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Good,Fair
Male,53,Less than High School,Very Good,Good,Routine,Very Happy,NA,Stayed the same,Very Good,Very Good,Very Good
Female,68,High School,Poor,NA,NA,Not too Happy,NA,Getting worse,Poor,Poor,Poor
NA,44,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
